Последние 10 алертов
2025-04-01T00:00:00+03:00 - 2025-04-24T15:53:01+03:00
[ТД] МПО Румянцева

name,firstSeen,severity,tenantName,priority,userName,id,correlationRuleName,tenantID,status
R083_Обнаружены следы использования нежелательных утилит,2025-04-23T13:36:06+03:00,Medium,[ТД] МПО Румянцева,2,Руслан Яргаев,c0454d9e-08b0-4614-a50a-1bf3c2e6485e,R083_Обнаружены следы использования нежелательных утилит,435de520-6641-4c42-b0f0-20e5e4267a23,In incident
R084_Использование ПО для удаленного администрирования,2025-04-21T11:32:54+03:00,High,[ТД] МПО Румянцева,3,,28a288b7-8b7e-41ec-9a73-918e314051bf,R084_Использование ПО для удаленного администрирования,435de520-6641-4c42-b0f0-20e5e4267a23,New
R110_Использование подозрительных опций в командах PowerShell,2025-04-18T16:44:42+03:00,Medium,[ТД] МПО Румянцева,2,,1313abf3-e76c-47ac-9826-9951a2d5e675,R110_Использование подозрительных опций в командах PowerShell,435de520-6641-4c42-b0f0-20e5e4267a23,New
R071_Получен доступ к ADMIN$,2025-04-18T15:50:13+03:00,High,[ТД] МПО Румянцева,3,,8e5118af-fbf2-4e8f-8a34-3a5bca2116f8,R071_Получен доступ к ADMIN$,435de520-6641-4c42-b0f0-20e5e4267a23,New
R423_Подозрительный процесс компиляции файла,2025-04-18T15:13:15+03:00,Medium,[ТД] МПО Румянцева,2,,e7abe0c3-d9bd-4b79-8865-88f2dbb6132f,R423_Подозрительный процесс компиляции файла,435de520-6641-4c42-b0f0-20e5e4267a23,New
R296_Подозрительные аргументы при запуске системной утилиты,2025-04-18T13:18:09+03:00,High,[ТД] МПО Румянцева,3,,de4e23d8-2359-46a6-9ec5-ce2995433aea,R296_Подозрительные аргументы при запуске системной утилиты,435de520-6641-4c42-b0f0-20e5e4267a23,New
R351_Подозрение на фишинг при создании подозрительного файла,2025-04-18T10:44:54+03:00,Low,[ТД] МПО Румянцева,1,,3750f582-6790-4b8c-ba62-49ee1e671662,R351_Подозрение на фишинг при создании подозрительного файла,435de520-6641-4c42-b0f0-20e5e4267a23,New
R071_Получен доступ к ADMIN$,2025-04-14T13:41:34+03:00,High,[ТД] МПО Румянцева,3,Александра Зейферт,de147bb8-8874-4249-ba88-2cc5904c3f37,R071_Получен доступ к ADMIN$,435de520-6641-4c42-b0f0-20e5e4267a23,In incident
R415_Изменение настроек питания,2025-04-09T10:22:22+03:00,Low,[ТД] МПО Румянцева,1,,4d45e87d-6613-44f0-acb9-c367afe8807d,R415_Изменение настроек питания,435de520-6641-4c42-b0f0-20e5e4267a23,New
R224_Сбор информации о системе,2025-04-07T22:30:01+03:00,Low,[ТД] МПО Румянцева,1,,dfdd8fef-37dd-4365-b94e-01595858bb14,R224_Сбор информации о системе,435de520-6641-4c42-b0f0-20e5e4267a23,New

Активы в инцидентах
2025-04-01T00:00:00+03:00 - 2025-04-24T15:53:01+03:00
[ТД] МПО Румянцева

tenantName,name,weight,count,id,tenantID
[ТМ] Прибор Голембиовского,NOVOSELOV,1,1,65654dfa-5813-48de-851b-2c06475acaa8,3a7d74b5-ba66-4c71-a627-3746d5f66540
[ТД] Искра,Z18-504-11,1,1,69cf00f1-5029-4aec-a963-ccdcf384262f,2a663000-d01a-49a9-98b4-dd92d7f9f6cd
[ТМ] Прибор Голембиовского,SIRIN711,1,1,c8d7b797-8c57-4434-87ab-5d30765d1082,3a7d74b5-ba66-4c71-a627-3746d5f66540
[ТМ] НЗИВ,U7-18,1,1,aebcc4c3-5ddc-4ed8-b277-b6f702016dad,e11db800-5751-4266-bb62-28102f9b5949
[ТМ] ХЗ Планта,BI3,1,1,5b0b7e6a-ef1b-4d43-afd9-20d8739f2856,a551cc84-0c62-48ae-941d-6c1b2e368b27
[ТМ] Прибор Голембиовского,GAPONOV436K,1,1,b306c53f-82c8-40f7-a4a8-e19bf24fc57d,3a7d74b5-ba66-4c71-a627-3746d5f66540
[ТМ] ХЗ Планта,MB4,1,1,76df8ed4-df21-4b37-8d5c-d4be62915d41,a551cc84-0c62-48ae-941d-6c1b2e368b27
[ТМ] Прибор Голембиовского,NASENKOV226K,1,1,2eb7d94e-cba8-43ce-b46d-cb14bb2dc286,3a7d74b5-ba66-4c71-a627-3746d5f66540
[ТМ] КМЗ,PC-IT14-14,1,1,9bf4113d-d821-4640-969b-5342235962aa,2e1e2ace-2778-4dc5-9755-b79d2ac32087
[ТМ] ХЗ Планта,AHO4,1,1,24f45e69-1c5e-4d22-a0b9-5bf405e0489f,a551cc84-0c62-48ae-941d-6c1b2e368b27
[ТМ] Прибор Голембиовского,1CMEDVEDEVA472,1,1,bce10aec-9dfb-4ee4-8f16-2c958d24fbb7,3a7d74b5-ba66-4c71-a627-3746d5f66540
[ТМ] Прибор Голембиовского,1CROMANOVA409,1,1,016cebf6-cdd1-4259-97d6-812415bad207,3a7d74b5-ba66-4c71-a627-3746d5f66540
[ТМ] ХЗ Планта,BI1,1,1,de5f2471-3c00-436e-b0dc-4b1e089c4bd3,a551cc84-0c62-48ae-941d-6c1b2e368b27
[ТМ] ХЗ Планта,NB2,1,1,d4137a58-4d8b-48bd-8ab3-bd0f73af480e,a551cc84-0c62-48ae-941d-6c1b2e368b27
[ТМ] Прибор Голембиовского,1CMEKANS,1,1,a5cf1088-0418-4753-9076-e994ebe4b28f,3a7d74b5-ba66-4c71-a627-3746d5f66540
[ТД] Искра,ORD-4,1,1,a4f5681b-1505-4a64-b8ef-58261a83620b,2a663000-d01a-49a9-98b4-dd92d7f9f6cd
[ТД] Гипронииавиапром,128-TOLSTIKOV,1,1,e58d3a5b-fe34-4f93-9f6f-43357a479837,aa7e37e9-8934-4d8a-b905-f16b6e14096e
[ТМ] Прибор Голембиовского,1CROMANENKO215,1,1,a098bea7-c8f0-43b0-a192-64063b444178,3a7d74b5-ba66-4c71-a627-3746d5f66540
